StreetNum,StreetName,AptNum,ZipCode,Beds,Baths
220,MADISON AVENUE ,2G,10016,0,1
123,EAST 37TH STREET ,15E,10016,1,1
5,TUDOR CITY PL,1920,10017,1,1
244,MADISON AVENUE ,PHB,10016,1,1
310,LEXINGTON AVENUE ,4D,10016,1,1
155,EAST 34TH STREET ,16MN,10016,3,3
556,3RD AVENUE ,PHB,10016,3,3
10,PARK AVENUE ,5C,10016,0,1
45,PARK AVENUE ,1006,10016,1,2
155,EAST 38TH STREET ,8H,10016,0,1
425,5TH AVENUE ,31D,10016,2,2
150,EAST 37TH STREET ,MEDICAL,10016,2,2
67,PARK AVENUE ,11E,10016,1,1
144,EAST 36TH STREET ,9B,10016,2,2
7,PARK AVENUE ,52,10016,1,1
244,MADISON AVENUE ,16B,10016,1,1
137,EAST 36TH STREET ,20H,10016,1,1
11,EAST 36TH STREET  RM,1102,10016,1,1
45,PARK AVENUE ,1804,10016,1,2
155,EAST 38TH STREET ,12E,10016,1,1
425,5TH AVENUE ,45D,10016,1,2
201,EAST 37TH STREET ,2F,10016,0,1
160,EAST 38TH STREET ,17G,10016,1,1
325,LEXINGTON AVENUE ,4B,10016,0,1
201,EAST 37TH STREET ,6G,10016,1,1
16,WEST 40TH STREET ,21D,10018,1,1
244,MADISON AVENUE ,12B,10016,1,1
35,EAST 38TH STREET ,11E,10016,1,1
166,EAST 35TH STREET ,8A,10016,0,1
325,LEXINGTON AVENUE ,21B,10016,1,1
45,PARK AVENUE ,1904,10016,1,1
211,MADISON AVENUE ,10A,10016,1,2
35,PARK AVENUE ,6AB,10016,2,2
35,EAST 38TH STREET ,8E,10016,0,1
10,PARK AVENUE ,14J,10016,1,1
132,EAST 35TH STREET ,11B,10016,1,1
150,EAST 37TH STREET ,7F,10016,0,1
10,PARK AVENUE ,3K,10016,0,1
136,EAST 36TH STREET ,1B,10016,1,1
10,PARK AVENUE ,17A,10016,1,1
425,5TH AVENUE ,47E,10016,1,1
30,EAST 37TH STREET ,2G,10016,0,1
45,PARK AVENUE ,304,10016,1,1
310,LEXINGTON AVENUE ,6A,10016,1,1
244,MADISON AVENUE ,5H,10016,2,1
137,EAST 36TH STREET ,13K,10016,2,2
80,PARK AVENUE ,15P,10016,1,1
35,PARK AVENUE ,6J,10016,1,1
201,EAST 37TH STREET ,15G,10016,1,1
160,EAST 38TH STREET ,33DE,10016,3,4
445,5TH AVENUE ,30H,10016,1,1
138,EAST 36TH STREET ,4C,10016,3,3
7,PARK AVENUE ,23,10016,1,1
137,EAST 36TH STREET ,26G,10016,1,1
220,MADISON AVENUE ,4D,10016,0,1
220,MADISON AVENUE ,6F,10016,1,2
425,5TH AVENUE ,26F,10016,1,1
137,EAST 36TH STREET ,15F,10016,2,3
155,EAST 34TH STREET ,14E,10016,2,1
7,EAST 35TH STREET ,4A,10016,1,2
445,5TH AVENUE ,15A,10016,1,1
211,MADISON AVENUE ,12B,10016,1,1
155,EAST 38TH STREET ,14D,10016,2,2
325,LEXINGTON AVENUE ,15EE,10016,1,1
20,EAST 35TH STREET ,2N,10016,2,1
143,EAST 34TH STREET ,6N,10016,2,2
288,LEXINGTON AVENUE ,2B,10016,1,1
201,EAST 36TH STREET ,11A,10016,2,2
445,5TH AVENUE ,23G,10016,1,1
330,EAST 49TH STREET REET,#TH1,10017,1,1
77,PARK AVENUE ,9A,10016,1,1
211,MADISON AVENUE ,14B,10016,3,3
425,5TH AVENUE ,31A,10016,2,1
325,LEXINGTON AVENUE ,10E,10016,1,1
20,EAST 35TH STREET ,7F,10016,1,1
201,EAST 36TH STREET ,19B,10016,2,2
123,EAST 37TH STREET ,5B,10016,0,1
30,EAST 37TH STREET ,6D,10016,0,1
45,PARK AVENUE ,2104,10016,1,1
137,EAST 36TH STREET ,23B,10016,2,2
201,EAST 37TH STREET ,5F,10016,0,1
160,EAST 38TH STREET ,9EF,10016,3,3
220,MADISON AVENUE ,5B,10016,1,1
310,LEXINGTON AVENUE ,13F,10016,0,1
16,PARK AVENUE ,6C,10016,1,1
244,MADISON AVENUE ,10B,10016,1,1
7,PARK AVENUE ,4A,10016,1,1
77,PARK AVENUE ,4H,10016,1,1
11,EAST 36TH STREET  SUITE,401,10016,2,2
67,PARK AVENUE ,4DE,10016,2,2
310,LEXINGTON AVENUE ,8J,10016,1,1
220,MADISON AVENUE ,15B,10016,2,2
155,EAST 38TH STREET ,18B,10016,1,1
52,PARK AVENUE ,17,10016,4,4
166,EAST 35TH STREET ,14D,10016,0,1
140,EAST 40TH STREET ,7A,10016,1,1
80,PARK AVENUE ,10N,10016,1,1
137,EAST 36TH STREET ,16C,10016,1,1
166,EAST 35TH STREET ,12E,10016,1,1
372,5TH AVENUE ,3P,10018,1,1
123,EAST 37TH STREET ,5D,10016,0,1
160,EAST 38TH STREET ,24E,10016,2,2
372,5TH AVENUE ,7A,10018,1,1
166,EAST 35TH STREET ,2F,10016,0,1
113,EAST 36TH STREET ,8,10016,1,1
325,LEXINGTON AVENUE ,8B,10016,0,1
137,EAST 36TH STREET ,21E,10016,0,1
11,EAST 36TH STREET  SUITE,802,10016,1,1
10,PARK AVENUE ,18D,10016,1,1
7,PARK AVENUE ,74,10016,1,1
137,EAST 36TH STREET ,17F,10016,2,3
10,PARK AVENUE ,PH25A,10016,2,2
35,EAST 38TH STREET ,3C,10016,1,1
310,LEXINGTON AVENUE ,4H,10016,0,1
35,EAST 38TH STREET ,2G,10016,1,1
160,EAST 38TH STREET ,6G,10016,1,1
155,EAST 34TH STREET ,6D,10016,1,1
155,EAST 38TH STREET ,11K,10016,1,1
67,PARK AVENUE ,9D,10016,1,1
372,5TH AVENUE ,6L,10018,1,1
201,EAST 37TH STREET ,6D,10016,1,1
35,PARK AVENUE ,18B,10016,2,2
52,PARK AVENUE ,7,10016,2,2
16,PARK AVENUE ,10D,10016,1,1
152,EAST 35TH STREET ,3F,10016,0,1
77,PARK AVENUE ,8C,10016,1,1
201,EAST 37TH STREET ,8D,10016,1,1
7,PARK AVENUE ,12E,10016,0,1
425,5TH AVENUE ,46B,10016,0,1
20,EAST 35TH STREET ,11M,10016,1,1
201,EAST 36TH STREET ,16B,10016,2,2
30,EAST 37TH STREET ,8A,10016,1,1
35,PARK AVENUE ,7F,10016,1,1
45,PARK AVENUE ,401,10016,2,2
20,EAST 35TH STREET ,12N,10016,1,1
10,PARK AVENUE ,10A,10016,1,1
20,EAST 35TH STREET ,3D,10016,2,1
310,LEXINGTON AVENUE ,3C,10016,0,1
143,EAST 36TH STREET,,10016,7,6
123,EAST 37TH STREET ,5A,10016,0,1
67,PARK AVENUE ,8D,10016,1,1
7,PARK AVENUE ,43,10016,1,1
45,PARK AVENUE ,1605,10016,1,1
244,MADISON AVENUE ,11K,10016,0,1
110,EAST 35TH STREET,,10016,3,6
7,PARK AVENUE ,83,10016,1,1
400,5TH AVENUE ,#52AB,10018,2,3
7,PARK AVENUE ,72,10016,1,1
166,EAST 35TH STREET ,14G,10016,1,1
123,EAST 37TH STREET ,6B,10016,0,1
137,EAST 36TH STREET ,4C,10016,2,1
104,EAST 37TH STREET ,3BC,10016,2,2
45,PARK AVENUE ,2103,10016,1,1
10,PARK AVENUE ,19C,10016,0,1
67,PARK AVENUE ,3C,10016,1,1
7,PARK AVENUE ,3H,10016,0,1
160,EAST 38TH STREET ,17H,10016,1,1
137,EAST 36TH STREET ,11B,10016,2,2
244,MADISON AVENUE  PENTHOUSE,F,10016,0,1
80,PARK AVENUE ,4G,10016,1,1
244,MADISON AVENUE ,8J,10016,0,1
288,LEXINGTON AVENUE ,3E,10016,1,1
45,PARK AVENUE ,903,10016,2,2
137,EAST 36TH STREET ,7F,10016,2,2
35,PARK AVENUE ,5B,10016,1,1
137,EAST 36TH STREET ,11C,10016,1,1
123,EAST 37TH STREET ,11F,10016,0,1
425,5TH AVENUE ,33D,10016,2,2
244,MADISON AVENUE ,PHF,10016,0,1
132,EAST 35TH STREET ,2J,10016,1,2
244,MADISON AVENUE ,11G,10016,0,1
117,EAST 37TH STREET ,2C,10016,0,1
132,EAST 35TH STREET ,5K,10016,1,1
137,EAST 36TH STREET ,9C,10016,2,1
140,EAST 40TH STREET ,6E,10016,0,1
425,5TH AVENUE ,47D,10016,1,2
7,PARK AVENUE ,19B,10016,1,1
160,EAST 38TH STREET ,7F,10016,1,1
372,5TH AVENUE ,7K,10018,0,1
425,5TH AVENUE ,51A,10016,2,2
155,EAST 38TH STREET ,18G,10016,2,2
123,EAST 37TH STREET ,2B,10016,0,1
71,PARK AVENUE ,6B,10016,2,3
125,EAST 39TH STREET,,10016,1,1
7,EAST 35TH STREET ,1C,10016,1,1
104,EAST 37TH STREET ,2A,10016,0,1
10,PARK AVENUE ,7J,10016,1,1
201,EAST 36TH STREET ,11F,10016,2,1
425,5TH AVENUE ,45A,10016,1,1
132,EAST 35TH STREET ,8H,10016,2,2
132,EAST 35TH STREET ,11F,10016,1,1
137,EAST 36TH STREET ,12B,10016,2,2
20,EAST 35TH STREET ,7G,10016,1,1
288,LEXINGTON AVENUE ,1C,10016,0,1
67,PARK AVENUE ,5E,10016,1,1
155,EAST 34TH STREET ,10H,10016,0,1
166,EAST 35TH STREET ,14H,10016,0,1
7,PARK AVENUE ,4J,10016,0,1
55,PARK AVENUE ,14W,10016,2,1
7,PARK AVENUE ,5B,10016,0,1
140,EAST 40TH STREET ,3G,10016,0,1
50,PARK AVENUE ,17E,10016,0,1
140,EAST 40TH STREET ,2J,10016,0,1
220,MADISON AVENUE ,5K,10016,1,1
7,PARK AVENUE ,4C,10016,0,1
244,MADISON AVENUE ,3A,10016,2,1
80,PARK AVENUE ,12F,10016,1,1
310,LEXINGTON AVENUE ,13G,10016,1,1
310,LEXINGTON AVENUE ,8C,10016,0,1
325,LEXINGTON AVENUE ,10D,10016,1,1
32,WEST 40TH STREET ,3K,10018,1,1
137,EAST 36TH STREET ,14D,10016,1,1
80,PARK AVENUE ,12P,10016,1,1
120,EAST 36TH STREET ,8G,10016,1,1
372,5TH AVENUE ,3M,10018,1,2
77,PARK AVENUE ,4F,10016,3,2
325,LEXINGTON AVENUE ,29A,10016,1,2
220,MADISON AVENUE ,3O,10016,1,1
372,5TH AVENUE ,4G,10018,0,1
220,MADISON AVENUE ,9G,10016,0,1
425,5TH AVENUE ,49B,10016,2,2
132,EAST 35TH STREET ,7J,10016,1,1
104,EAST 37TH STREET ,1C,10016,0,1
35,PARK AVENUE ,10C,10016,2,2
425,5TH AVENUE ,48D,10016,1,1
211,MADISON AVENUE ,18A,10016,2,3
201,EAST 36TH STREET ,8F,10016,0,1
166,EAST 35TH STREET ,4A,10016,0,1
11,EAST 36TH STREET  SUITE,506,10016,0,2
160,EAST 38TH STREET ,30F,10016,1,1
77,PARK AVENUE ,12F,10016,3,2
135,EAST 39TH STREET ,5-D,10016,1,1
77,PARK AVENUE ,11B,10016,1,1
201,EAST 37TH STREET ,5-H,10016,0,1
310,LEXINGTON AVENUE ,6J,10016,1,1
244,MADISON AVENUE ,3I,10016,1,1
52,PARK AVENUE ,8,10016,2,2
150,EAST 37TH STREET ,2D,10016,0,1
201,EAST 36TH STREET ,3D,10016,1,1
220,MADISON AVENUE ,10CD,10016,2,2
137,EAST 36TH STREET ,20B,10016,2,2
310,LEXINGTON AVENUE ,14AB,10016,1,2
80,PARK AVENUE ,9G,10016,1,1
50,PARK AVENUE ,16D,10016,0,1
201,EAST 36TH STREET ,17B,10016,2,2
77,PARK AVENUE ,2C,10016,1,1
52,PARK AVENUE ,2,10016,2,2
16,PARK AVENUE  PENTHOUSE,N,10016,2,1
220,MADISON AVENUE ,9C,10016,1,1
152,EAST 35TH STREET ,3A,10016,1,1
273,LEXINGTON AVENUE ,5HJK,10016,3,4
137,EAST 36TH STREET ,21F,10016,2,2
136,EAST 36TH STREET ,6AG,10016,3,2
201,EAST 37TH STREET ,14D,10016,2,1
445,5TH AVENUE ,31H,10016,1,1
288,LEXINGTON AVENUE ,6H,10016,0,1
155,EAST 38TH STREET ,12H,10016,0,1
11,EAST 36TH STREET  SUITE,306,10016,0,2
11,EAST 36TH STREET  ROOM,1101,10016,2,1
211,MADISON AVENUE ,8A,10016,1,2
11,EAST 36TH STREET  SUITE,801,10016,2,1
11,EAST 36TH STREET ,2,10016,4,4
132,EAST 35TH STREET ,13A,10016,1,1
11,EAST 36TH STREET  SUITE,606,10016,2,2
11,EAST 36TH STREET  SUITE,1006,10016,1,1
288,LEXINGTON AVENUE ,9D,10016,0,1
50,PARK AVENUE ,6D,10016,0,1
201,EAST 37TH STREET ,12G,10016,1,1
144,EAST 36TH STREET ,5B,10016,2,1
45,PARK AVENUE ,406,10016,1,1
264,LEXINGTON AVENUE ,6C,10016,2,1
10,PARK AVENUE ,14R,10016,0,1
132,EAST 35TH STREET ,13-L,10016,1,1
420,5TH,#3,10018,4,3
166,EAST 35TH STREET ,16H,10016,0,1
160,EAST 38TH STREET ,12F,10016,1,1
123,EAST 37TH STREET ,9A,10016,0,1
144,EAST 36TH STREET ,5A,10016,2,2
155,EAST 34TH STREET ,11P,10016,2,1
137,EAST 36TH STREET ,2A,10016,1,1
137,EAST 36TH STREET ,4A,10016,1,1
105,EAST 38TH STREET ,1B,10016,1,1
20,EAST 35TH STREET ,9K,10016,1,1
120,EAST 36TH STREET ,8F,10016,1,1
50,PARK AVENUE ,15A,10016,1,1
425,5TH AVENUE ,21E,10016,1,1
288,LEXINGTON AVENUE,,10016,1,1
132,EAST 35TH STREET ,9F,10016,1,1
160,EAST 38TH STREET ,10D,10016,2,1
115,EAST 35TH STREET,,10016,6,6
220,MADISON AVENUE ,11HJ,10016,3,3
137,EAST 36TH STREET ,23J,10016,0,1
7,EAST 35TH STREET ,10D,10016,1,1
110,EAST 36TH STREET ,2A,10016,0,1
155,EAST 38TH STREET ,4B,10016,1,1
7,PARK AVENUE ,24,10016,1,1
220,MADISON AVENUE ,14L,10016,1,1
220,MADISON AVENUE ,9D,10016,0,1
166,EAST 35TH STREET ,3E,10016,1,1
160,EAST 38TH STREET ,25G,10016,1,1
45,PARK AVENUE ,703,10016,2,3
135,EAST 39TH STREET ,3D,10016,1,1
425,5TH AVENUE ,34A,10016,1,1
156-158,EAST 36TH STREET,,10016,3,3
201,EAST 36TH STREET ,15E,10016,1,1
155,EAST 38TH STREET ,14J,10016,1,1
137,EAST 36TH STREET ,15J,10016,1,1
45,PARK AVENUE  PENTHOUSE,1,10016,2,2
55,PARK AVENUE ,11E,10016,2,1
67,PARK AVENUE,,10016,2,3
11,EAST 36TH STREET  SUITE,705,10016,2,2
220,MADISON AVENUE ,7R,10016,1,1
140,EAST 40TH STREET ,2AB,10016,2,2
120,EAST 36TH STREET ,9E,10016,1,1
11,EAST 36TH STREET  SUITE,603,10016,0,1
35-41,EAST 38TH STREET ,7B,10016,1,1
105,EAST 38TH STREET ,4C,10016,2,1
35,EAST 38TH STREET ,7B,10016,1,1
32-34,WEST 40TH STREET ,4G,10018,1,1
7,PARK AVENUE ,19D,10016,1,1
155,EAST 38TH STREET ,14A,10016,0,1
108,EAST 37TH STREET ,4A,10016,1,1
143,EAST 34TH STREET ,10S,10016,1,1
244,MADISON AVENUE ,6B,10016,1,1
10,PARK AVENUE ,6KL,10016,2,2
160,EAST 38TH STREET ,30A,10016,2,2
11,EAST 36TH STREET  SUITE,503,10016,0,1
67,PARK AVENUE ,15B,10016,2,2
71,PARK AVENUE ,2B,10016,2,2
77,PARK AVENUE ,7B,10016,1,1
144,EAST 36TH STREET ,8C,10016,2,2
123,EAST 37TH STREET ,2D,10016,0,1
117,EAST 37TH STREET ,8F,10016,0,1
113,EAST 36TH STREET ,5,10016,1,1
77,PARK AVENUE ,15F,10016,2,2
288,LEXINGTON AVENUE ,2H,10016,0,1
35-41,EAST 38TH STREET ,12E,10016,0,1
77,PARK AVENUE ,12E,10016,3,3
160,EAST 38TH STREET ,15D,10016,2,1
7,PARK AVENUE ,112,10016,1,1
160,EAST 38TH STREET ,19B,10016,2,1
120,EAST 36TH STREET ,9C,10016,1,1
220,MADISON AVENUE ,3O,10016,0,1
120,EAST 36TH STREET ,2DE,10016,3,2
35,PARK AVENUE ,3-B,10016,1,1
104,EAST 37TH STREET ,5A,10016,0,1
140,EAST 40TH STREET ,10H,10016,0,1
10,PARK AVENUE ,6A,10016,1,1
120,EAST 36TH STREET ,7A,10016,1,1
10,PARK AVENUE ,9R,10016,0,1
10,PARK AVENUE ,27K,10016,1,1
35,PARK AVENUE ,10F,10016,1,1
77,PARK AVENUE ,9H,10016,1,1
244,MADISON AVENUE ,11J,10016,0,1
201,EAST 37TH STREET ,11E,10016,1,1
131,EAST 39TH STREET ,2,10016,1,1
155,EAST 38TH STREET ,10A,10016,0,1
32-34,WEST 40TH STREET ,2B,10018,1,2
80,PARK AVENUE ,17G,10016,1,1
120,EAST 36TH STREET ,5H,10016,2,2
136,EAST 36TH STREET ,9F,10016,1,1
425,5TH AVENUE ,44D,10016,1,1
30,EAST 37TH STREET ,5E,10016,0,1
288,LEXINGTON AVENUE ,8B,10016,1,1
242,MADISON AVENUE ,15J,10016,1,1
445,5TH AVENUE ,17E,10016,0,1
155,EAST 38TH STREET ,8G,10016,2,2
132,EAST 35TH STREET ,14K,10016,1,1
77,PARK AVENUE ,9D,10016,2,2
137,EAST 36TH STREET ,7C,10016,1,1
108,EAST 37TH STREET,,10016,3,3
134,EAST 36TH STREET,,10016,5,4
10,PARK AVENUE ,9D,10016,1,1
105,EAST 38TH STREET ,4A,10016,1,1
105,EAST 38TH STREET ,8A,10016,1,1
80,PARK AVENUE ,14G,10016,1,1
30,EAST 37TH STREET ,10C,10016,0,1
244,MADISON AVENUE ,16A,10016,1,1
220,MADISON AVENUE ,8C,10016,1,1
45,PARK AVENUE ,706,10016,1,1
7,EAST 35TH STREET ,6B,10016,1,1
123,EAST 37TH STREET ,2A,10016,0,1
310,LEXINGTON AVENUE  PENTHOUSE,B,10016,1,1
35,EAST 38TH STREET ,4C,10016,1,1
160,EAST 38TH STREET ,2A,10016,2,2
10,PARK AVENUE ,14E,10016,0,1
137,EAST 36TH STREET ,23D,10016,1,1
154-156,EAST 38TH STREET,,10016,0,1
7,PARK AVENUE ,4H,10016,0,1
7,EAST 35TH STREET ,1BC2,10016,1,2
220,MADISON AVENUE ,4R,10016,1,1
220,MADISON AVENUE ,6H,10016,0,1
104,EAST 37TH STREET ,2-E,10016,0,1
144,EAST 36TH STREET ,4D,10016,1,1
67,PARK AVENUE ,14A,10016,1,1
7,PARK AVENUE ,163,10016,1,1
166,EAST 35TH STREET ,2G,10016,1,1
201,EAST 37TH STREET ,3F,10016,0,1
35,PARK AVENUE ,17G,10016,0,1
35-41,EAST 38TH STREET ,3H,10016,0,1
155,EAST 34TH STREET ,7T,10016,2,1
10,PARK AVENUE ,14F,10016,0,1
35-41,EAST 38TH STREET ,4C,10016,1,1
30,EAST 37TH STREET ,4D,10016,0,1
244,MADISON AVENUE ,15K,10016,0,1
425,5TH AVENUE ,31E,10016,1,1
244,MADISON AVENUE ,3G,10016,0,1
425,5TH AVENUE ,24D,10016,1,1
425,5TH AVENUE ,25E,10016,1,1
160,EAST 38TH STREET ,32A,10016,2,2
220,MADISON AVENUE ,8M,10016,0,1
23,PARK AVENUE ,2A,10016,3,2
32,WEST 40TH STREET ,2K,10018,1,1
166,EAST 35TH STREET ,10E,10016,1,1
30,EAST 37TH STREET ,7J,10016,2,2
132,EAST 35TH STREET ,7L,10016,1,1
201,EAST 37TH STREET ,2C,10016,0,1
113,EAST 36TH STREET ,3,10016,1,1
445,5TH AVENUE ,14H,10016,1,1
288,LEXINGTON AVENUE ,5F,10016,0,1
10,PARK AVENUE ,18K,10016,2,2
140,EAST 40TH STREET ,10B,10016,0,1
155,EAST 34TH STREET ,11U,10016,1,1
166,EAST 35TH STREET ,7F,10016,0,1
140,EAST 40TH STREET ,4J,10016,0,1
155,EAST 34TH STREET ,4A,10016,1,1
372,5TH AVENUE ,5G,10018,0,1
138,EAST 38TH STREET ,6B,10016,0,1
143,EAST 34TH STREET ,5N,10016,2,2
244,MADISON AVENUE ,9A,10016,1,1
137,EAST 36TH STREET ,11F,10016,2,2
113,EAST 36TH STREET ,6,10016,1,1
372,5TH AVENUE ,8D,10018,1,1
144,EAST 36TH STREET ,6C,10016,2,2
7,PARK AVENUE ,91,10016,1,1
244,MADISON AVENUE ,4E,10016,1,1
123,EAST 37TH STREET  PENTHOUSE,A,10016,1,1
288,LEXINGTON AVENUE ,11B,10016,1,1
10,PARK AVENUE  UNIT,8-B,10016,0,1
244,MADISON AVENUE ,5D,10016,0,1
132,EAST 35TH STREET ,9D,10016,1,1
67,PARK AVENUE ,8E,10016,1,1
137,EAST 36TH STREET ,22B,10016,2,2
155,EAST 38TH STREET ,21G,10016,2,2
288,LEXINGTON AVENUE ,5D,10016,0,1
160,EAST 38TH STREET ,22E,10016,2,2
140,EAST 40TH STREET ,3A,10016,1,1
264,LEXINGTON AVENUE ,4B,10016,2,1
325,LEXINGTON AVENUE ,16B,10016,1,1
67,PARK AVENUE ,11D,10016,1,1
155,EAST 34TH STREET ,18K,10016,1,1
55,PARK AVENUE ,7-W,10016,2,1
16,PARK AVENUE ,12B,10016,1,1
50,PARK AVENUE ,5E,10016,0,1
132,EAST 35TH STREET ,9C,10016,2,1
310,LEXINGTON AVENUE ,12B,10016,0,1
11,EAST 36TH STREET  SUITE,301,10016,2,1
137,EAST 36TH STREET ,19C,10016,1,1
55,PARK AVENUE NUE,#7W,10016,2,2
123,EAST 37TH STREET ,14C,10016,1,1
35,PARK AVENUE ,4G,10016,2,2
7,PARK AVENUE ,14B,10016,0,1
10,PARK AVENUE ,5D,10016,1,1
104,EAST 37TH STREET ,3D,10016,0,1
201,EAST 37TH STREET ,14A,10016,0,1
10,PARK AVENUE ,6G,10016,0,1
137,EAST 36TH STREET ,6G,10016,1,1
7,PARK AVENUE ,25,10016,0,1
67,PARK AVENUE ,8B,10016,2,2
7,PARK AVENUE ,126,10016,1,1
144,EAST 36TH STREET ,6B,10016,2,1
7,PARK AVENUE ,8H,10016,0,1
136,EAST 36TH STREET ,11DE,10016,2,2
160,EAST 38TH STREET ,14-H,10016,2,2
132,EAST 35TH STREET ,17J,10016,1,1
132,EAST 35TH STREET ,17K,10016,1,1
155,EAST 34TH STREET ,16J,10016,0,1
132,EAST 35TH STREET ,8E,10016,1,1
166,EAST 35TH STREET ,15F,10016,0,1
77,PARK AVENUE ,8A,10016,1,1
244,MADISON AVENUE ,10J,10016,0,1
45,PARK AVENUE ,804,10016,1,1
160,EAST 38TH STREET ,8E,10016,2,2
35,PARK AVENUE ,16G,10016,2,2
325,LEXINGTON AVENUE ,15B,10016,1,1
80,PARK AVENUE ,8C,10016,1,1
35-41,EAST 38TH STREET ,2E,10016,1,1
80,PARK AVENUE ,14K,10016,1,1
137,EAST 36TH STREET ,23C,10016,1,1
372,5TH AVENUE ,7C,10018,0,1
7,PARK AVENUE ,11D,10016,1,1
166,EAST 35TH STREET ,15H,10016,0,1
130,EAST 38TH STREET,,10016,3,3
220,MADISON AVENUE ,9H,10016,0,1
10,PARK AVENUE ,17L,10016,1,1
150,PARK AVENUE ,3501,10017,3,3
152,EAST 35TH STREET ,1D,10016,0,1
310,LEXINGTON AVENUE ,6D,10016,1,1
155,EAST 34TH STREET ,15N,10016,1,1
11,EAST 36TH STREET  SUITE,901,10016,2,1
7,PARK AVENUE ,41,10016,1,1
55,PARK AVENUE ,12W,10016,2,1
132,EAST 35TH STREET ,11C,10016,2,1
150,EAST 37TH STREET ,2E,10016,0,1
244,MADISON AVENUE ,14J,10016,0,1
201,EAST 37TH STREET ,10B,10016,1,1
117,EAST 37TH STREET ,8B,10016,0,1
140,EAST 40TH STREET ,11CDE,10016,3,3
425,5TH AVENUE ,43A,10016,1,1
35-41,EAST 38TH STREET ,7J,10016,0,1
80,PARK AVENUE ,2P,10016,1,1
160,EAST 38TH STREET ,31E,10016,2,2
67,PARK AVENUE ,1A,10016,0,1
160,EAST 38TH STREET ,20E,10016,2,2
77,PARK AVENUE ,2E,10016,3,3
445,5TH AVENUE ,24C,10016,2,2
10,PARK AVENUE ,12S,10016,0,1
150,EAST 39TH STREET ,*,10016,0,1
445,5TH AVENUE ,10A,10016,1,1
166,EAST 35TH STREET ,14F,10016,0,1
10,PARK AVENUE ,14S,10016,0,1
201,EAST 36TH STREET ,18B,10016,2,2
445,5TH AVENUE ,11A,10016,1,1
445,5TH AVENUE ,32G,10016,1,1
201,EAST 36TH STREET ,11E,10016,1,1
445,5TH AVENUE ,12G,10016,1,1
445,5TH AVENUE ,9D,10016,1,1
117,EAST 37TH STREET ,10E,10016,0,1
144,EAST 36TH STREET ,6A,10016,2,1
7,PARK AVENUE ,51,10016,1,1
35,PARK AVENUE ,17C,10016,1,1
425,5TH AVENUE ,24A,10016,1,1
155,EAST 38TH STREET ,17D,10016,2,1
10,PARK AVENUE ,15S,10016,0,1
244,MADISON AVENUE ,14C,10016,1,1
201,EAST 37TH STREET ,7A,10016,0,1
137,EAST 36TH STREET ,15D,10016,1,1
77,PARK AVENUE ,2F,10016,3,3
425,5TH AVENUE ,62A,10016,1,1
104,EAST 37TH STREET ,5B,10016,0,1
10,PARK AVENUE NUE,#14S,10016,0,1
425,5TH AVENUE ,22C,10016,0,1
325,LEXINGTON AVENUE ,27B,10016,1,1
201,EAST 36TH STREET ,15F,10016,1,1
35,PARK AVENUE ,8H,10016,1,1
7,PARK AVENUE ,9I,10016,0,1
108,EAST 35TH STREET,,10016,3,3
137,EAST 36TH STREET ,16J,10016,1,1
45,PARK AVENUE ,1101,10016,2,2
35-41,EAST 38TH STREET ,1C,10016,1,1
155,EAST 34TH STREET ,4G,10016,1,1
137,EAST 36TH STREET ,18D,10016,1,1
7,PARK AVENUE ,9J,10016,0,1
160,EAST 38TH STREET ,32G,10016,1,1
55,PARK AVENUE ,4W,10016,2,1
45,PARK AVENUE ,506,10016,1,1
126,EAST 35TH STREET,,10016,4,3
132,EAST 35TH STREET ,11D,10016,1,1
45,PARK AVENUE,,10016,3,4
137,EAST 36TH STREET ,6K,10016,2,2
137,EAST 36TH STREET ,7D,10016,1,1
105,EAST 38TH STREET ,7B,10016,1,1
67,PARK AVENUE ,6D,10016,1,1
325,LEXINGTON AVENUE ,31B,10016,2,2
120,EAST 36TH STREET ,8E,10016,1,1
150,EAST 37TH STREET ,14A,10016,1,1
7,PARK AVENUE ,114,10016,1,1
166,EAST 35TH STREET ,3G,10016,1,1
166,EAST 35TH STREET ,16D,10016,0,1
220,MADISON AVENUE ,9F,10016,1,1
137,EAST 36TH STREET ,3A,10016,1,1
244,MADISON AVENUE ,14E,10016,0,1
117,EAST 37TH STREET ,9A,10016,0,1
132,EAST 35TH STREET ,4B,10016,1,1
155,EAST 38TH STREET ,17G,10016,3,2
244,MADISON AVENUE ,4F,10016,0,1
110,EAST 36TH STREET ,9F,10016,0,1
160,EAST 38TH STREET ,33C,10016,1,1
77,PARK AVENUE ,12G,10016,1,1
7,PARK AVENUE ,8E,10016,0,1
35-41,EAST 38TH STREET ,7C,10016,1,1
7,PARK AVENUE ,11E,10016,0,1
11,EAST 36TH STREET  SUITE,502,10016,1,1
30,EAST 37TH STREET ,11C,10016,2,2
14,EAST 4TH STREET ,803,10012,2,2
39,GREAT JONES STREET ,2,10012,2,2
718,BROADWAY,8C,10003,2,2
250,MERCER STREET ,C302,10012,2,1
77,BLEECKER STREET ,206,10012,0,1
644,BROADWAY,3W,10012,3,3
250,MERCER STREET ,C310,10012,0,1
41,GREAT JONES STREET ,MAISONETTE,10012,3,5
3,GREAT JONES STREET ,2,10012,1,1
50,BOND STREET ,4THFLOOR,10012,3,3
50,BOND STREET ,4,10012,3,3
