Inc_ID,Year,Neighborhood,BuildingCategoryNum,BuildingCategoryDes,TaxClassAtPresent,Block,Lot,BuildingClassAtPresent,StreetNum,StreetName,AptNum,ZipCode,ResidentialUnits,CommercialUnits,TotalUnits,LandSquareFeet,GrossSquareFeet,YearBuilt,TaxClassAtTimeOfSale,BuildingClassAtTimeOfSale,SalePrice,SaleDate,Beds,Baths,StreetAddress,GeoCode,LEASED
9701,2019,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1539,1025,R4,245,EAST 93RD STREET,23A,10128,0,0,0,0,967,1985,2,R4,991000,09/25/2019,2,2,245 EAST 93RD STREET,"(-73.94863470000001, 40.782852399999996)",0
9700,2019,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1539,1308,R4,200,EAST 94TH STREET,125,10128,0,0,0,0,706,1986,2,R4,990771,03/14/2019,1,1,200 EAST 94TH STREET,"(-73.949713, 40.783431)",0
224,2016,CLINTON                  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1090,1176,R4,635,WEST 42ND STREET,House,10036,1,0,1,0,0,2005,2,R4,990000,4/29/2016,1,1,635 WEST 42ND STREET,"(-73.9996228, 40.7617008)",0
261,2017,CLINTON,13,CONDOS - ELEVATOR APARTMENTS      ,2,1090,1300,R4,635,WEST 42ND STREET,House,10036,1,0,1,0,0,2005,2,R4,990000,10/27/2017,1,1,635 WEST 42ND STREET,"(-73.9996228, 40.7617008)",0
750,2017,MIDTOWN WEST,13,CONDOS - ELEVATOR APARTMENTS      ,2,1043,1209,R4,350,WEST 53RD STREET,House,10019,1,0,1,0,0,2005,2,R4,990000,10/30/2017,1,1,350 WEST 53RD STREET,"(-73.9868156, 40.7649347)",0
1030,2016,UPPER EAST SIDE (59-79)  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1397,1246,R4,166,EAST 63RD STREET,House,10065,1,0,1,0,0,1959,2,R4,990000,10/7/2016,2,2,166 EAST 63RD STREET,"(-73.9651703, 40.764086600000006)",0
1368,2015,UPPER WEST SIDE (59-79)  ,10,COOPS - ELEVATOR APARTMENTS       ,2,1126,14,D4,23,WEST 73RD STREET,1116,10023,0,0,0,0,0,1926,2,D4,990000,2/20/2015,1,1,23 WEST 73RD STREET,"(-73.9767127, 40.777703)",0
4156,2018,ALPHABET CITY,9,COOPS - WALKUP APARTMENTS,2,389,30,C6,224,EAST 7TH STREET,7,10009,0,0,0,0,0,1950,2,C6,990000,5/22/2018,1,1,224 EAST 7TH STREET,"(-73.979415, 40.724073)",0
5171,2018,MIDTOWN EAST,10,COOPS - ELEVATOR APARTMENTS,2,1350,1,D4,303,EAST 57TH STREET,43B,10022,0,0,0,0,0,1968,2,D4,990000,12/3/2018,2,2,303 EAST 57TH STREET,"(-73.96477900000001, 40.7595774)",1
5172,2019,MIDTOWN EAST,10,COOPS - ELEVATOR APARTMENTS,2,1350,1,D4,303,EAST 57TH STREET,43B,10022,0,0,0,0,0,1968,2,D4,990000,12/03/2018,2,2,303 EAST 57TH STREET,"(-73.96477900000001, 40.7595774)",1
5488,2018,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS,2,893,20,D4,310,LEXINGTON AVENUE,14AB,10016,0,0,0,0,0,1959,2,D4,990000,8/6/2018,1,2,310 LEXINGTON AVENUE,"(-73.9782132, 40.7488179)",0
6745,2018,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1129,50,D4,40,WEST 77TH STREET,8D,10024,0,0,0,0,0,1928,2,D4,990000,9/13/2018,1,1,40 WEST 77TH STREET,"(-73.9755189, 40.7800023)",0
7685,2019,CLINTON,10,COOPS - ELEVATOR APARTMENTS,2,1053,7,D4,457,WEST 43RD STREET,5F,10036,0,0,0,0,0,1939,2,D4,990000,06/06/2019,2,1,457 WEST 43RD STREET,"(-73.9941923, 40.7601191)",0
7723,2019,CLINTON,13,CONDOS - ELEVATOR APARTMENTS,2,1090,1478,R4,635,WEST 42ND STREET,17N,10036,0,0,0,0,757,2005,2,R4,990000,07/09/2019,1,1,635 WEST 42ND STREET,"(-73.9996228, 40.7617008)",0
8391,2019,KIPS BAY,13,CONDOS - ELEVATOR APARTMENTS,2,940,1013,R4,333,EAST 34TH STREET,2C,10016,0,0,0,0,915,1961,2,R4,990000,03/06/2019,2,1,333 EAST 34TH STREET,"(-73.9740525, 40.744299)",0
8719,2019,MIDTOWN WEST,13,CONDOS - ELEVATOR APARTMENTS,2,1269,1002,R4,15,WEST 53RD STREET,9C,10019,0,0,0,0,980,1982,2,R4,990000,06/05/2019,1,1,15 WEST 53RD STREET,"(-73.97751740000001, 40.7612338)",0
8841,2019,MURRAY HILL,13,CONDOS - ELEVATOR APARTMENTS,2,868,1380,R4,80,PARK AVENUE,15P,10016,0,0,0,0,773,1956,2,R4,990000,06/24/2019,1,1,80 PARK AVENUE,"(-73.9796126, 40.7502214)",0
8473,2019,MANHATTAN VALLEY,13,CONDOS - ELEVATOR APARTMENTS,2,1833,3303,R4,392,CENTRAL PARK WEST,15X,10025,0,0,0,0,902,1960,2,R4,989898,03/06/2019,1,1,392 CENTRAL PARK WEST,"(-73.96495820000001, 40.7945469)",0
3490,2017,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1125,24,D4,15,WEST 72ND STREET,5A,10023,0,0,0,0,0,1964,2,D4,989000,9/8/2017,1,1,15 WEST 72ND STREET,"(-73.9768046, 40.777175899999996)",0
5641,2018,UPPER EAST SIDE (59-79),9,COOPS - WALKUP APARTMENTS,2,1489,37,C6,508,EAST 78TH STREET,4BC,10075,0,0,0,0,0,1910,2,C6,989000,7/2/2018,3,2,508 EAST 78TH STREET,"(-73.9500865, 40.7700662)",0
1283,2016,UPPER EAST SIDE (79-96)  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1569,1430,R4,400,EAST 90TH STREET,House,10128,1,0,1,0,0,0,2,R4,988000,9/7/2016,1,1,400 EAST 90TH STREET,"(-73.9472423, 40.7791831)",0
1502,2017,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS      ,2,1165,1152,R4,253,WEST 73RD STREET,House,10023,1,0,1,0,0,1926,2,R4,988000,6/16/2017,2,2,253 WEST 73RD STREET,"(-73.9827963, 40.780245)",0
7646,2019,CHINATOWN,13,CONDOS - ELEVATOR APARTMENTS,2,172,1411,R4,50,FRANKLIN STREET,3E,10013,0,0,0,0,779,2007,2,R4,988000,03/27/2019,1,1,50 FRANKLIN STREET,"(-74.002593, 40.717182)",0
7886,2019,FLATIRON,13,CONDOS - ELEVATOR APARTMENTS,2,851,1382,R4,5,EAST 22ND STREET,4S,10010,0,0,0,0,606,1983,2,R4,988000,08/02/2019,1,1,5 EAST 22ND STREET,"(-73.9890576, 40.740742499999996)",0
1804,2019,GRAMERCY,10,COOPS - ELEVATOR APARTMENTS,2,899,32,D4,242,EAST 19TH STREET,3D,10003,0,0,0,0,0,1929,2,D4,987500,05/30/2019,1,1,242 EAST 19TH STREET,"(-73.9832385, 40.735490000000006)",0
9537,2019,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1533,122,D4,235,EAST 87TH STREET,11J,10128,0,0,0,0,0,1962,2,D4,987500,01/15/2019,1,1,235 EAST 87TH STREET,"(-73.9519172, 40.779038799999995)",0
2966,2017,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS       ,2,892,25,D4,137,EAST 36TH STREET,6K,10016,0,0,0,0,0,1966,2,D4,986000,1/26/2017,2,2,137 EAST 36TH STREET,"(-73.97843990000001, 40.747797)",0
223,2016,CLINTON                  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1090,1275,R4,635,WEST 42ND STREET,House,10036,1,0,1,0,0,2005,2,R4,985000,4/26/2016,1,1,635 WEST 42ND STREET,"(-73.9996228, 40.7617008)",0
922,2019,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1395,29,D4,165,EAST 60TH STREET,3B,10022,0,0,0,0,0,1930,2,D4,985000,04/29/2019,1,1,165 EAST 60TH STREET,"(-73.9667017, 40.762566)",0
1645,2017,UPPER WEST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS      ,2,1243,1147,R4,215,WEST 95TH STREET,House,10025,1,0,1,0,0,1986,2,R4,985000,8/10/2017,3,4,215 WEST 95TH STREET,"(-73.9717309, 40.7940247)",0
2818,2017,MIDTOWN WEST,10,COOPS - ELEVATOR APARTMENTS       ,2,1029,27,D4,205,WEST 57TH STREET,10DC,10019,0,0,0,0,0,1900,2,D4,985000,11/14/2017,1,1,205 WEST 57TH STREET,"(-73.9805433, 40.766011600000006)",0
3255,2017,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1450,23,D4,370,EAST 76TH STREET,B1002,10021,0,0,0,0,0,1966,2,D4,985000,12/13/2017,1,1,370 EAST 76TH STREET,"(-73.9548752, 40.7704513)",0
3541,2017,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1148,56,D4,160,WEST 77TH STREET,6B,10024,0,0,0,0,0,1927,2,D4,985000,3/7/2017,1,1,160 WEST 77TH STREET,"(-73.97864109999999, 40.7813716)",0
4412,2018,FLATIRON,10,COOPS - ELEVATOR APARTMENTS,2,816,31,D4,10,WEST 15TH STREET,1815,10011,0,0,0,0,0,1964,2,D4,985000,8/28/2018,1,1,10 WEST 15TH STREET,"(-73.9941595, 40.73687879999999)",0
5442,2018,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS,2,891,59,D4,144,EAST 36TH STREET,5A,10016,0,0,0,0,0,1916,2,D4,985000,6/21/2018,2,2,144 EAST 36TH STREET,"(-73.97818559999999, 40.7472792)",0
6535,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1583,9,D4,519,EAST 86TH STREET,3D,10028,0,0,0,0,0,1939,2,D4,985000,12/13/2018,2,2,519 EAST 86TH STREET,"(-73.94623299999999, 40.775768799999994)",0
6536,2019,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1583,9,D4,519,EAST 86TH STREET,3D,10028,0,0,0,0,0,1939,2,D4,985000,12/13/2018,2,2,519 EAST 86TH STREET,"(-73.94623299999999, 40.775768799999994)",0
7114,2018,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1224,29,D4,100,WEST 94TH STREET,21F,10025,0,0,0,0,0,1966,2,D4,985000,6/26/2018,2,1,100 WEST 94TH STREET,"(-73.96906700000001, 40.7915239)",0
7115,2018,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1224,29,D4,100,WEST 94TH STREET,7F,10025,0,0,0,0,0,1966,2,D4,985000,11/1/2018,2,1,100 WEST 94TH STREET,"(-73.96906700000001, 40.7915239)",0
7116,2019,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1224,29,D4,100,WEST 94TH STREET,7F,10025,0,0,0,0,0,1966,2,D4,985000,11/01/2018,2,1,100 WEST 94TH STREET,"(-73.96906700000001, 40.7915239)",0
9880,2019,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1168,22,D4,2166,BROADWAY,20E,10024,0,0,0,0,0,1930,2,D4,985000,08/20/2019,2,2,2166 BROADWAY,"(-73.9806123, 40.7819446)",0
4886,2018,HARLEM-CENTRAL,17,CONDO COOPS,2,2045,1501,R9,130,BRADHURST AVENUE,1003,10039,0,0,0,0,0,2007,2,R9,982500,6/28/2018,2,2,130 BRADHURST AVENUE,"(-73.9411801, 40.825236700000005)",0
1156,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1523,1,D4,1199,PARK AVENUE,3E,10128,0,0,0,0,0,1961,2,D4,980000,12/20/2018,1,1,1199 PARK AVENUE,"(-73.9527438, 40.7851736)",0
1157,2019,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1523,1,D4,1199,PARK AVENUE,3E,10128,0,0,0,0,0,1961,2,D4,980000,12/20/2018,1,1,1199 PARK AVENUE,"(-73.9527438, 40.7851736)",0
1441,2015,UPPER WEST SIDE (59-79)  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1151,1327,R4,555,WEST 59TH STREET,House,10019,1,0,1,0,0,2007,2,R4,980000,7/28/2015,3,3,555 WEST 59TH STREET,"(-73.98967059999998, 40.7717501)",0
1696,2016,UPPER WEST SIDE (96-116) ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1882,1184,R4,545,WEST 110TH STREET,House,10025,1,0,1,0,0,2005,2,R4,980000,12/6/2016,3,3,545 WEST 110TH STREET,"(-73.96607259999999, 40.804206799999996)",0
1737,2016,ALPHABET CITY            ,10,COOPS - ELEVATOR APARTMENTS       ,2,385,56,D4,226,EAST 2ND STREET,1D,10009,0,0,0,0,0,1900,2,D4,980000,2/26/2016,1,1,226 EAST 2ND STREET,"(-73.98242900000001, 40.7217583)",0
2429,2017,CHELSEA,10,COOPS - ELEVATOR APARTMENTS       ,2C,720,60,D4,426,WEST 23RD STREET,1F,10011,0,0,0,0,0,1900,2,D4,980000,5/17/2017,1,1,426 WEST 23RD STREET,"(-74.00256879999999, 40.746741799999995)",0
3487,2017,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1125,24,D4,15,WEST 72ND STREET,2E,10023,0,0,0,0,0,1964,2,D4,980000,11/1/2017,1,1,15 WEST 72ND STREET,"(-73.9768046, 40.777175899999996)",0
3577,2017,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1166,58,D4,250,WEST 75TH STREET,1C,10023,0,0,0,0,0,1922,2,D4,980000,10/3/2017,2,1,250 WEST 75TH STREET,"(-73.9824979, 40.7813792)",0
3599,2017,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1182,12,D4,345,WEST 70TH STREET,4D,10023,0,0,0,0,0,1910,2,D4,980000,9/18/2017,2,1,345 WEST 70TH STREET,"(-73.9868137, 40.7792915)",0
3951,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1224,29,D4,100,WEST 94TH STREET,22F,10025,0,0,0,0,0,1966,2,D4,980000,5/22/2017,2,1,100 WEST 94TH STREET,"(-73.96906700000001, 40.7915239)",0
4015,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1249,29,D4,565,WEST END AVENUE,15B,10024,0,0,0,0,0,1938,2,D4,980000,8/2/2017,1,1,565 WEST END AVENUE,"(-73.9774703, 40.7899034)",0
4252,2018,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,790,1,D4,77,7TH AVENUE,12P,10011,0,0,0,0,0,1963,2,D4,980000,9/20/2018,1,1,77 7TH AVENUE,"(-73.9990764, 40.7387517)",0
5055,2018,MIDTOWN CBD,10,COOPS - ELEVATOR APARTMENTS,2,1294,33,D4,480,PARK AVENUE,14J,10022,0,0,0,0,0,1929,2,D4,980000,11/12/2018,1,1,480 PARK AVENUE,"(-73.97066, 40.7627259)",0
5056,2019,MIDTOWN CBD,10,COOPS - ELEVATOR APARTMENTS,2,1294,33,D4,480,PARK AVENUE,14J,10022,0,0,0,0,0,1929,2,D4,980000,11/12/2018,1,1,480 PARK AVENUE,"(-73.97066, 40.7627259)",0
5458,2018,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS,2,892,25,D4,137,EAST 36TH STREET,4A,10016,0,0,0,0,0,1966,2,D4,980000,6/15/2018,1,1,137 EAST 36TH STREET,"(-73.97843990000001, 40.747797)",0
6185,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1509,71,D4,929,PARK AVENUE,11B,10028,0,0,0,0,0,1913,2,D4,980000,11/13/2018,1,1,929 PARK AVENUE,"(-73.95942509999999, 40.776577)",0
6186,2019,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1509,71,D4,929,PARK AVENUE,11B,10028,0,0,0,0,0,1913,2,D4,980000,11/13/2018,1,1,929 PARK AVENUE,"(-73.95942509999999, 40.776577)",0
6676,2018,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1120,22,D4,15,WEST 67TH STREET,6RE,10023,0,0,0,0,0,1905,2,D4,980000,10/16/2018,1,1,15 WEST 67TH STREET,"(-73.97922220000001, 40.773622499999995)",0
6677,2019,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1120,22,D4,15,WEST 67TH STREET,6RE,10023,0,0,0,0,0,1905,2,D4,980000,10/16/2018,1,1,15 WEST 67TH STREET,"(-73.97922220000001, 40.773622499999995)",0
8425,2019,LOWER EAST SIDE,10,COOPS - ELEVATOR APARTMENTS,2,315,1,D4,415,GRAND STREET,E1301,10002,0,0,0,0,0,1960,2,D4,980000,03/18/2019,2,1,415 GRAND STREET,"(-73.9864537, 40.7153847)",0
8740,2019,MORNINGSIDE HEIGHTS,10,COOPS - ELEVATOR APARTMENTS,2,1978,1,D4,100,LA SALLE STREET,14F,10027,0,0,0,0,0,1956,2,D4,980000,03/29/2019,3,2,100 LA SALLE STREET,"(-73.95924140000001, 40.8130711)",0
9275,2019,UPPER EAST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1411,1127,R4,170,EAST 77TH STREET,6E,10075,0,0,0,0,895,1942,2,R4,980000,05/10/2019,1,1,170 EAST 77TH STREET,"(-73.9591972, 40.773151)",0
3423,2017,UPPER WEST SIDE (59-79),9,COOPS - WALKUP APARTMENTS        ,2,1145,105,C6,171,WEST 73RD STREET,2,10023,0,0,0,0,0,1910,2,C6,979900,6/19/2017,2,2,171 WEST 73RD STREET,"(-73.98052120000001, 40.7791785)",0
1213,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1586,21,D4,200,EAST END AVENUE,12G,10128,0,0,0,0,0,1952,2,D4,979000,7/24/2018,1,1,200 EAST END AVENUE,"(-73.94355949999999, 40.77723220000001)",0
2293,2016,UPPER WEST SIDE (79-96)  ,10,COOPS - ELEVATOR APARTMENTS       ,2,1249,29,D4,565,WEST END AVENUE,10E,10024,0,0,0,0,0,1938,2,D4,979000,12/15/2016,1,1,565 WEST END AVENUE,"(-73.9774703, 40.7899034)",0
9971,2019,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1151,1219,R4,10,WEST END AVENUE,8E,10023,0,0,0,0,770,0,2,R4,979000,06/26/2019,1,1,10 WEST END AVENUE,"(-73.990027, 40.7718474)",0
290,2018,CLINTON,13,CONDOS - ELEVATOR APARTMENTS,2,1090,1062,R4,635,WEST 42ND STREET,House,10036,1,0,1,0,685,2005,2,R4,978770,5/24/2018,1,1,635 WEST 42ND STREET,"(-73.9996228, 40.7617008)",0
8889,2019,SOHO,9,COOPS - WALKUP APARTMENTS,2,504,39,C6,203,SPRING STREET,9,10012,0,0,0,0,0,1900,2,C6,978000,07/25/2019,1,1,203 SPRING STREET,"(-74.0034103, 40.7254295)",0
625,2015,MIDTOWN WEST             ,10,COOPS - ELEVATOR APARTMENTS       ,2,1043,17,D4,325,WEST 52ND STREET,2G,10019,0,0,0,0,0,1910,2,D4,977500,6/9/2015,2,2,325 WEST 52ND STREET,"(-73.9862772, 40.764112100000006)",0
9719,2019,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1540,1214,R4,212,EAST 95TH STREET,5C,10128,0,0,0,0,913,0,2,R4,977500,09/26/2019,1,1,212 EAST 95TH STREET,"(-73.94907009999999, 40.783956599999996)",0
1820,2016,GREENWICH VILLAGE-CENTRAL,10,COOPS - ELEVATOR APARTMENTS       ,2,562,1,D0,23,EAST 10TH STREET,105,10003,0,0,0,0,0,1923,2,D0,977000,3/18/2016,1,2,23 EAST 10TH STREET,"(-73.9934805, 40.732778)",0
7823,2019,FINANCIAL,13,CONDOS - ELEVATOR APARTMENTS,2,33,1022,R4,101,WALL STREET,9A,10005,0,0,0,0,706,1931,2,R4,977000,08/12/2019,1,1,101 WALL STREET,"(-74.0072054, 40.70478789999999)",0
7591,2019,CHELSEA,13,CONDOS - ELEVATOR APARTMENTS,2,753,1112,R4,308,WEST 30TH STREET,3B,10001,0,0,0,0,737,1925,2,R4,976500,07/24/2019,2,1,308 WEST 30TH STREET,"(-73.9960686, 40.7498367)",0
357,2015,GRAMERCY                 ,10,COOPS - ELEVATOR APARTMENTS       ,2,880,19,D4,50,LEXINGTON AVENUE,17C,10010,0,0,0,0,0,1987,2,D4,975000,4/17/2015,1,2,50 LEXINGTON AVENUE,"(-73.9842426, 40.7406448)",0
390,2018,GREENWICH VILLAGE-CENTRAL,10,COOPS - ELEVATOR APARTMENTS,2,532,20,D0,77,BLEECKER STREET,631,10012,0,0,0,0,0,1930,2,D0,975000,7/26/2018,1,1,77 BLEECKER STREET,"(-73.9960934, 40.726966)",0
437,2015,GREENWICH VILLAGE-CENTRAL,17,CONDO COOPS               ,2,560,1003,R9,30,EAST 9TH STREET,3,10003,0,0,0,0,0,1955,2,R9,975000,8/4/2015,0,1,30 EAST 9TH STREET,"(-73.9938829, 40.731955)",0
738,2015,MIDTOWN WEST             ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1043,1240,R4,350,WEST 53RD STREET,House,10019,1,0,1,0,0,2005,2,R4,975000,8/28/2015,1,1,350 WEST 53RD STREET,"(-73.9868156, 40.7649347)",0
1161,2019,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1525,15,D4,229,EAST 79TH STREET,7C,10075,0,0,0,0,0,1930,2,D4,975000,03/07/2019,2,1,229 EAST 79TH STREET,"(-73.955721, 40.7739102)",0
1802,2019,GRAMERCY,10,COOPS - ELEVATOR APARTMENTS,2,898,1,D4,201,EAST 17TH STREET,30D,10003,0,0,0,0,0,1973,2,D4,975000,07/26/2019,1,1,201 EAST 17TH STREET,"(-73.9853559, 40.7351956)",0
1816,2016,GREENWICH VILLAGE-CENTRAL,10,COOPS - ELEVATOR APARTMENTS       ,2,532,20,D0,77,BLEECKER STREET,107,10012,0,0,0,0,0,1930,2,D0,975000,10/31/2016,2,2,77 BLEECKER STREET,"(-73.9960934, 40.726966)",0
1840,2019,GREENWICH VILLAGE-WEST,9,COOPS - WALKUP APARTMENTS,2,604,14,C6,634,WASHINGTON STREET,2A,10014,0,0,0,0,0,1975,2,C6,975000,05/14/2019,2,1,634 WASHINGTON STREET,"(-74.00893620000001, 40.732215999999994)",0
2129,2016,UPPER EAST SIDE (79-96)  ,9,COOPS - WALKUP APARTMENTS        ,2C,1504,43,C6,68,EAST 93RD STREET,1F,10128,0,0,0,0,0,1920,2,C6,975000,1/27/2016,2,2,68 EAST 93RD STREET,"(-73.95479870000001, 40.784762)",0
2259,2016,UPPER WEST SIDE (79-96)  ,9,COOPS - WALKUP APARTMENTS        ,2,1219,57,C6,170,WEST 89TH STREET,3B,10024,0,0,0,0,0,1910,2,C6,975000,8/18/2016,3,1,170 WEST 89TH STREET,"(-73.9730166, 40.789155)",0
2556,2017,GREENWICH VILLAGE-CENTRAL,10,COOPS - ELEVATOR APARTMENTS       ,2,532,20,D0,77,BLEECKER STREET,331,10012,0,0,0,0,0,1930,2,D0,975000,2/10/2017,1,1,77 BLEECKER STREET,"(-73.9960934, 40.726966)",0
2667,2017,LOWER EAST SIDE,10,COOPS - ELEVATOR APARTMENTS       ,2,263,8,D4,575,GRAND STREET,E1401,10002,0,0,0,0,0,1955,2,D4,975000,4/6/2017,2,1,575 GRAND STREET,"(-73.97924420000001, 40.713458100000004)",0
2847,2017,MIDTOWN WEST,10,COOPS - ELEVATOR APARTMENTS       ,2,1046,1,D4,357,WEST 55TH STREET,2G,10019,0,0,0,0,0,1935,2,D4,975000,6/8/2017,2,1,357 WEST 55TH STREET,"(-73.9860791, 40.766532299999994)",0
2990,2017,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS       ,2,894,1,D4,67,PARK AVENUE,1A,10016,0,0,0,0,0,1922,2,D4,975000,4/3/2017,0,1,67 PARK AVENUE,"(-73.9790355, 40.74958)",0
3547,2018,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1150,55,D4,150,WEST 79TH STREET,8B,10024,0,0,0,0,0,1911,2,D4,975000,9/24/2018,1,1,150 WEST 79TH STREET,"(-73.9774474, 40.7825136)",0
4271,2018,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,798,71,D4,148,WEST 23RD STREET,4F,10011,0,0,0,0,0,1910,2,D4,975000,11/7/2018,1,1,148 WEST 23RD STREET,"(-73.9949859, 40.7434816)",0
4272,2019,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,798,71,D4,148,WEST 23RD STREET,4F,10011,0,0,0,0,0,1910,2,D4,975000,11/07/2018,1,1,148 WEST 23RD STREET,"(-73.9949859, 40.7434816)",0
4358,2018,CLINTON,17,CONDO COOPS,2,1071,1401,R9,529,WEST 42ND STREET,6L,10036,0,0,0,0,0,0,2,R9,975000,8/7/2018,2,1,529 WEST 42ND STREET,"(-73.996837, 40.7604875)",0
4365,2018,EAST VILLAGE,9,COOPS - WALKUP APARTMENTS,2,466,48,C6,111,EAST 10TH STREET,12,10003,0,0,0,0,0,1870,2,C6,975000,1/24/2018,1,1,111 EAST 10TH STREET,"(-73.9882054, 40.7305535)",0
5433,2018,MURRAY HILL,10,COOPS - ELEVATOR APARTMENTS,2,890,20,D4,132,EAST 35TH STREET,7J,10016,0,0,0,0,0,1969,2,D4,975000,9/7/2018,1,1,132 EAST 35TH STREET,"(-73.979697, 40.7468689)",0
5655,2018,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1381,1,D4,1,EAST 66TH STREET,8E,10065,0,0,0,0,0,1949,2,D4,975000,10/25/2018,1,1,1 EAST 66TH STREET,"(-73.9692691, 40.7685235)",0
5656,2019,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1381,1,D4,1,EAST 66TH STREET,8E,10065,0,0,0,0,0,1949,2,D4,975000,10/25/2018,1,1,1 EAST 66TH STREET,"(-73.9692691, 40.7685235)",0
6361,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1533,122,D4,235,EAST 87TH STREET,11B,10128,0,0,0,0,0,1962,2,D4,975000,9/25/2018,1,1,235 EAST 87TH STREET,"(-73.9519172, 40.779038799999995)",0
6947,2018,UPPER WEST SIDE (59-79),17,CONDO COOPS,2,1179,1212,R9,185,WEST END AVENUE,8R,10023,0,0,0,0,0,1962,2,R9,975000,12/10/2018,2,1,185 WEST END AVENUE,"(-73.9867219, 40.7775039)",0
6948,2019,UPPER WEST SIDE (59-79),17,CONDO COOPS,2,1179,1212,R9,185,WEST END AVENUE,8R,10023,0,0,0,0,0,1962,2,R9,975000,12/10/2018,2,1,185 WEST END AVENUE,"(-73.9867219, 40.7775039)",0
7006,2018,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1196,29,D4,225,CENTRAL PARK WEST,1004,10024,0,0,0,0,0,1926,2,D4,975000,8/13/2018,1,1,225 CENTRAL PARK WEST,"(-73.9713177, 40.7830893)",0
7822,2019,FINANCIAL,13,CONDOS - ELEVATOR APARTMENTS,2,33,1031,R4,101,WALL STREET,12A,10005,0,0,0,0,703,1931,2,R4,975000,07/26/2019,1,1,101 WALL STREET,"(-74.0072054, 40.70478789999999)",0
