Inc_ID,Year,Neighborhood,BuildingCategoryNum,BuildingCategoryDes,TaxClassAtPresent,Block,Lot,BuildingClassAtPresent,StreetNum,StreetName,AptNum,ZipCode,ResidentialUnits,CommercialUnits,TotalUnits,LandSquareFeet,GrossSquareFeet,YearBuilt,TaxClassAtTimeOfSale,BuildingClassAtTimeOfSale,SalePrice,SaleDate,Beds,Baths,StreetAddress,GeoCode,LEASED
8144,2019,GREENWICH VILLAGE-WEST,9,COOPS - WALKUP APARTMENTS,2,603,1,C6,125,BARROW STREET,4B,10014,0,0,0,0,0,1960,2,C6,1800000,04/26/2019,3,2,125 BARROW STREET,"(-74.0089773, 40.731807700000005)",0
8457,2019,LOWER EAST SIDE,15,CONDOS - 2-10 UNIT RESIDENTIAL,2C,353,1203,R1,109,NORFOLK STREET,3,10002,0,0,0,0,"1,530",2005,2,R1,1800000,04/19/2019,2,2,109 NORFOLK STREET,"(-73.9872958, 40.719050700000004)",0
8497,2019,MIDTOWN CBD,10,COOPS - ELEVATOR APARTMENTS,2,1312,69,D4,475,PARK AVENUE,4A,10022,0,0,0,0,0,1908,2,D4,1800000,08/15/2019,3,3,475 PARK AVENUE,"(-73.9701328, 40.761975299999996)",0
10150,2019,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1237,29,D4,201,WEST 89TH STREET,9A,10024,0,0,0,0,0,1925,2,D4,1800000,06/18/2019,3,3,201 WEST 89TH STREET,"(-73.97391329999999, 40.789852)",0
3257,2017,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1450,1,D4,301,EAST 75TH STREET,14D,10021,0,0,0,0,0,1966,2,D4,1799376,6/16/2017,2,2,301 EAST 75TH STREET,"(-73.95648979999999, 40.770768100000005)",0
601,2015,MIDTOWN EAST             ,10,COOPS - ELEVATOR APARTMENTS       ,2,1368,39,D4,424,EAST 57TH STREET,5BFE,10022,0,0,0,0,0,1925,2,D4,1795000,10/23/2015,3,3,424 EAST 57TH STREET,"(-73.9621802, 40.757715999999995)",0
4339,2018,CLINTON,10,COOPS - ELEVATOR APARTMENTS,2,1055,1,D4,454,WEST 46TH STREET,4DS,10036,0,0,0,0,0,1900,2,D4,1795000,7/12/2018,2,2,454 WEST 46TH STREET,"(-73.9933161, 40.7618731)",0
5038,2018,MANHATTAN VALLEY,10,COOPS - ELEVATOR APARTMENTS,2,1832,10,D4,41,WEST 96TH STREET,6B,10025,0,0,0,0,0,1926,2,D4,1795000,2/1/2018,2,2,41 WEST 96TH STREET,"(-73.9663357, 40.7926602)",0
5904,2018,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1446,23,D4,360,EAST 72ND STREET,C2504,10021,0,0,0,0,0,1963,2,D4,1795000,5/31/2018,2,2,360 EAST 72ND STREET,"(-73.956509, 40.767784000000006)",0
10244,2019,UPPER WEST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1237,1015,R4,251,WEST 89TH STREET,3B,10024,0,0,0,0,"1,568",1920,2,R4,1795000,02/07/2019,3,2,251 WEST 89TH STREET,"(-73.9753466, 40.7905084)",0
3653,2017,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS      , ,1171,4642, ,1,WEST END AVENUE,House,10023,0,0,0,0,0,0,2,R4,1792738,12/6/2017,2,3,1 WEST END AVENUE,"(-73.990666, 40.7718029)",0
3652,2017,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS      , ,1171,4640, ,1,WEST END AVENUE,House,10023,0,0,0,0,0,0,2,R4,1792733,11/16/2017,2,3,1 WEST END AVENUE,"(-73.990666, 40.7718029)",0
7245,2018,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1252,17,D4,675,WEST END AVENUE,12B,10025,0,0,0,0,0,1925,2,D4,1790000,7/23/2018,3,3,675 WEST END AVENUE,"(-73.9750827, 40.7931511)",0
9359,2019,UPPER EAST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1484,1299,R4,515,EAST 72ND STREET,29G,10021,0,0,0,0,"1,081",1985,2,R4,1790000,06/18/2019,2,2,515 EAST 72ND STREET,"(-73.9527719, 40.7666839)",0
10175,2019,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1247,43,D4,320,WEST 86TH STREET,2B,10024,0,0,0,0,0,1915,2,D4,1790000,07/31/2019,2,2,320 WEST 86TH STREET,"(-73.9790084, 40.7891383)",0
3651,2017,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS      , ,1171,4637, ,1,WEST END AVENUE,House,10023,0,0,0,0,0,0,2,R4,1788014,9/28/2017,2,3,1 WEST END AVENUE,"(-73.990666, 40.7718029)",0
5057,2018,MIDTOWN CBD,10,COOPS - ELEVATOR APARTMENTS,2,1294,33,D4,480,PARK AVENUE,4D,10022,0,0,0,0,0,1929,2,D4,1788000,12/17/2018,2,2,480 PARK AVENUE,"(-73.97066, 40.7627259)",0
5058,2019,MIDTOWN CBD,10,COOPS - ELEVATOR APARTMENTS,2,1294,33,D4,480,PARK AVENUE,4D,10022,0,0,0,0,0,1929,2,D4,1788000,12/17/2018,2,2,480 PARK AVENUE,"(-73.97066, 40.7627259)",0
277,2017,CLINTON,13,CONDOS - ELEVATOR APARTMENTS      ,2,1090,1161,R4,635,WEST 42ND STREET,House,10036,1,0,1,0,0,2005,2,R4,1787500,3/1/2017,1,1,635 WEST 42ND STREET,"(-73.9996228, 40.7617008)",0
1856,2016,GREENWICH VILLAGE-WEST   ,13,CONDOS - ELEVATOR APARTMENTS      ,2,607,1320,R4,155,WEST 11TH STREET,House,10011,1,0,1,0,0,2013,2,R4,1786240,6/30/2016,5,1,155 WEST 11TH STREET,"(-74.000562, 40.7365354)",0
7602,2019,CHELSEA,13,CONDOS - ELEVATOR APARTMENTS,2,793,1032,R4,112,WEST 18TH STREET,18-5B,10011,0,0,0,0,"1,380",1899,2,R4,1780000,09/23/2019,2,2,112 WEST 18TH STREET,"(-73.9958541, 40.7400104)",0
9319,2019,UPPER EAST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1438,3680,R4,300,EAST 64TH STREET,23A,10065,0,0,0,0,"1,044",1996,2,R4,1780000,05/13/2019,2,2,300 EAST 64TH STREET,"(-73.961718, 40.763437200000006)",0
9107,2019,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1407,51,D4,150,EAST 73RD STREET,1C,10021,0,0,0,0,0,1923,2,D4,1777000,05/17/2019,0,1,150 EAST 73RD STREET,"(-73.96152049999999, 40.77083629999999)",0
9925,2019,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1114,1161,R4,62,WEST 62ND STREET,15C,10023,0,0,0,0,"1,120",0,2,R4,1776000,05/16/2019,2,2,62 WEST 62ND STREET,"(-73.982637, 40.7705139)",0
703,2015,MIDTOWN WEST             ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1009,1069,R4,146,WEST 57TH STREET,House,10019,1,0,1,0,0,0,2,R4,1775000,4/10/2015,4,4,146 WEST 57TH STREET,"(-73.9792825, 40.764812)",0
1446,2015,UPPER WEST SIDE (59-79)  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1151,1357,R4,555,WEST 59TH STREET,House,10019,1,0,1,0,0,2007,2,R4,1775000,3/25/2015,3,3,555 WEST 59TH STREET,"(-73.98967059999998, 40.7717501)",0
2502,2017,EAST VILLAGE,9,COOPS - WALKUP APARTMENTS        ,2C,468,43,C6,237,EAST 12TH STREET,B,10003,0,0,0,0,0,1900,2,C6,1775000,6/15/2017,2,2,237 EAST 12TH STREET,"(-73.98623979999999, 40.7314117)",0
4209,2018,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,694,42,D4,520,WEST 23RD STREET,16AG,10011,0,0,0,0,0,2003,2,D4,1775000,9/20/2018,2,2,520 WEST 23RD STREET,"(-74.00503940000002, 40.7478445)",1
5244,2018,MIDTOWN EAST,10,COOPS - ELEVATOR APARTMENTS,2,1369,7,D4,419,EAST 57TH STREET,13A,10022,0,0,0,0,0,1927,2,D4,1775000,12/20/2018,3,2,419 EAST 57TH STREET,"(-73.9619276, 40.7581624)",0
5245,2019,MIDTOWN EAST,10,COOPS - ELEVATOR APARTMENTS,2,1369,7,D4,419,EAST 57TH STREET,13A,10022,0,0,0,0,0,1927,2,D4,1775000,12/20/2018,3,2,419 EAST 57TH STREET,"(-73.9619276, 40.7581624)",0
6204,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1511,53,D4,140,EAST 83RD STREET,4A,10028,0,0,0,0,0,1961,2,D4,1775000,7/18/2018,2,2,140 EAST 83RD STREET,"(-73.9568142, 40.7772189)",0
7215,2018,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1248,19,D4,325,WEST 86TH STREET,9A,10024,0,0,0,0,0,1926,2,D4,1775000,2/22/2018,2,2,325 WEST 86TH STREET,"(-73.9788937, 40.7895656)",0
7216,2018,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1248,19,D4,325,WEST 86TH STREET,9A,10024,0,0,0,0,0,1926,2,D4,1775000,2/22/2018,2,3,325 WEST 86TH STREET,"(-73.9788937, 40.7895656)",0
8182,2019,GREENWICH VILLAGE-WEST,10,COOPS - ELEVATOR APARTMENTS,2,608,39,D4,101,WEST 12TH STREET,9N,10011,0,0,0,0,0,1961,2,D4,1775000,01/15/2019,2,2,101 WEST 12TH STREET,"(-73.9978323, 40.736473100000005)",0
8857,2019,MURRAY HILL,13,CONDOS - ELEVATOR APARTMENTS,2,892,1397,R4,45,PARK AVENUE,2104,10016,0,0,0,0,970,2006,2,R4,1775000,04/30/2019,1,1,45 PARK AVENUE,"(-73.97974640000001, 40.7486592)",0
9082,2019,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1398,10,D4,125,EAST 63RD STREET,7D,10065,0,0,0,0,0,1923,2,D4,1775000,03/13/2019,2,2,125 EAST 63RD STREET,"(-73.96670309999999, 40.7651694)",0
9833,2019,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1129,50,D4,40,WEST 77TH STREET,3A,10024,0,0,0,0,0,1928,2,D4,1775000,05/22/2019,2,2,40 WEST 77TH STREET,"(-73.9755189, 40.7800023)",0
9975,2019,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1151,1269,R4,10,WEST END AVENUE,8K,10023,0,0,0,0,"1,249",0,2,R4,1775000,04/18/2019,2,2,10 WEST END AVENUE,"(-73.990027, 40.7718474)",0
10174,2019,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1247,50,D4,334,WEST 86TH STREET,5C,10024,0,0,0,0,0,1924,2,D4,1775000,06/11/2019,3,2,334 WEST 86TH STREET,"(-73.97965119999999, 40.7893068)",0
8513,2019,MIDTOWN CBD,13,CONDOS - ELEVATOR APARTMENTS,2,1312,1044,R4,117,EAST 57TH STREET,24H,10022,0,0,0,0,"1,208",1975,2,R4,1770000,09/13/2019,2,2,117 EAST 57TH STREET,"(-73.9698472, 40.761469899999994)",0
10194,2019,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1252,50,D4,685,WEST END AVENUE,16D,10025,0,0,0,0,0,1928,2,D4,1770000,07/24/2019,2,1,685 WEST END AVENUE,"(-73.9748073, 40.793574799999995)",0
8607,2019,MIDTOWN EAST,13,CONDOS - ELEVATOR APARTMENTS,2,1365,1512,R4,400,EAST 54TH STREET,29A,10022,0,0,0,0,"1,053",1972,2,R4,1769020,04/01/2019,2,2,400 EAST 54TH STREET,"(-73.9641121, 40.7560266)",0
7301,2018,UPPER WEST SIDE (96-116),10,COOPS - ELEVATOR APARTMENTS,2,1882,54,D4,532,WEST 111TH STREET,27,10025,0,0,0,0,0,1910,2,D4,1767500,10/12/2018,3,2,532 WEST 111TH STREET,"(-73.9654174, 40.8043298)",0
7302,2019,UPPER WEST SIDE (96-116),10,COOPS - ELEVATOR APARTMENTS,2,1882,54,D4,532,WEST 111TH STREET,27,10025,0,0,0,0,0,1910,2,D4,1767500,10/12/2018,3,2,532 WEST 111TH STREET,"(-73.9654174, 40.8043298)",0
5903,2018,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1446,23,D4,360,EAST 72ND STREET,B509,10021,0,0,0,0,0,1963,2,D4,1765000,6/5/2018,2,2,360 EAST 72ND STREET,"(-73.956509, 40.767784000000006)",0
8707,2019,MIDTOWN WEST,13,CONDOS - ELEVATOR APARTMENTS,2,1047,2396,R4,322,WEST 57TH STREET,41P1,10019,0,0,0,0,"1,179",1978,2,R4,1762500,09/13/2019,1,2,322 WEST 57TH STREET,"(-73.9840819, 40.7668083)",0
10215,2019,UPPER WEST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1222,1046,R4,165,WEST 91ST STREET,7C,10024,0,0,0,0,"1,068",1926,2,R4,1762500,03/05/2019,2,2,165 WEST 91ST STREET,"(-73.9722132, 40.7908614)",0
3771,2018,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1171,4709,R4,1,WEST END AVENUE,House,10023,1,0,1,72099,939,2014,2,R4,1761635,4/27/2018,2,3,1 WEST END AVENUE,"(-73.990666, 40.7718029)",0
7815,2019,FINANCIAL,13,CONDOS - ELEVATOR APARTMENTS,2,27,1020,R4,55,WALL STREET,602,10005,0,0,0,0,"1,177",0,2,R4,1758170,05/30/2019,1,0,55 WALL STREET,"(-74.0093235, 40.7060805)",0
754,2017,MIDTOWN WEST,13,CONDOS - ELEVATOR APARTMENTS      ,2,1043,1215,R4,350,WEST 53RD STREET,House,10019,1,0,1,0,0,2005,2,R4,1757500,8/15/2017,1,1,350 WEST 53RD STREET,"(-73.9868156, 40.7649347)",0
4338,2018,CLINTON,10,COOPS - ELEVATOR APARTMENTS,2,1055,1,D4,454,WEST 46TH STREET,5CS,10036,0,0,0,0,0,1900,2,D4,1755000,1/11/2018,2,1,454 WEST 46TH STREET,"(-73.9933161, 40.7618731)",0
3650,2017,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS      , ,1171,4584, ,1,WEST END AVENUE,House,10023,0,0,0,0,0,0,2,R4,1750776,9/22/2017,2,3,1 WEST END AVENUE,"(-73.990666, 40.7718029)",0
75,2017,CHELSEA,13,CONDOS - ELEVATOR APARTMENTS      ,2,714,1021,R4,450,WEST 17TH STREET,House,10011,1,0,1,0,0,2006,2,R4,1750000,11/30/2017,1,1,450 WEST 17TH STREET,"(-74.00674599999999, 40.743531)",0
297,2018,CLINTON,13,CONDOS - ELEVATOR APARTMENTS,2,1090,1185,R4,635,WEST 42ND STREET,House,10036,1,0,1,0,1014,2005,2,R4,1750000,11/30/2018,1,1,635 WEST 42ND STREET,"(-73.9996228, 40.7617008)",0
304,2019,CLINTON,13,CONDOS - ELEVATOR APARTMENTS,2,1090,1185,R4,635,WEST 42ND STREET,House,10036,0,0,0,0,"1,014",2005,2,R4,1750000,11/30/2018,1,1,635 WEST 42ND STREET,"(-73.9996228, 40.7617008)",0
310,2015,EAST VILLAGE             ,12,CONDOS - WALKUP APARTMENTS       ,2,461,1101,R2,217,EAST 5TH STREET,House,10003,1,0,1,0,0,1900,2,R2,1750000,10/1/2015,2,2,217 EAST 5TH STREET,"(-73.9902271, 40.72742279999999)",0
605,2015,MIDTOWN EAST             ,10,COOPS - ELEVATOR APARTMENTS       ,2,1370,46,D4,400,EAST 59TH STREET,3DE,10022,0,0,0,0,0,1929,2,D4,1750000,2/23/2015,3,3,400 EAST 59TH STREET,"(-73.9617192, 40.75934829999999)",0
978,2018,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1450,23,D4,370,EAST 76TH STREET,B2005,10021,0,0,0,0,0,1966,2,D4,1750000,5/31/2018,3,2,370 EAST 76TH STREET,"(-73.9548752, 40.7704513)",0
1045,2017,UPPER EAST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS      ,2,1397,1300,R4,166,EAST 63RD STREET,House,10065,1,0,1,0,0,1959,2,R4,1750000,12/27/2017,2,2,166 EAST 63RD STREET,"(-73.9651703, 40.764086600000006)",0
1614,2019,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1248,29,D4,545,WEST END AVENUE,11E,10024,0,0,0,0,0,1925,2,D4,1750000,03/04/2019,2,2,545 WEST END AVENUE,"(-73.9778266, 40.7892182)",0
1745,2018,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,791,68,C6,140,WEST 16TH STREET,5E,10011,0,0,0,0,0,1915,2,C6,1750000,10/23/2018,2,2,140 WEST 16TH STREET,"(-73.997777, 40.739228999999995)",0
1746,2019,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,791,68,C6,140,WEST 16TH STREET,5E,10011,0,0,0,0,0,1915,2,C6,1750000,10/23/2018,2,2,140 WEST 16TH STREET,"(-73.997777, 40.739228999999995)",0
2246,2016,UPPER WEST SIDE (59-79)  ,10,COOPS - ELEVATOR APARTMENTS       ,2,1184,83,D4,315,WEST END AVENUE,5C,10023,0,0,0,0,0,1950,2,D4,1750000,5/25/2016,3,2,315 WEST END AVENUE,"(-73.98341620000001, 40.781741)",0
2408,2017,CHELSEA,9,COOPS - WALKUP APARTMENTS        ,2C,722,13,C6,443,WEST 24TH STREET,H,10011,0,0,0,0,0,1900,2,C6,1750000,3/1/2017,3,0,443 WEST 24TH STREET,"(-74.002549, 40.748124)",0
2577,2017,GREENWICH VILLAGE-CENTRAL,17,CONDO COOPS               ,2,535,1002,R9,250,MERCER STREET,C216,10012,0,0,0,0,0,1900,2,R9,1750000,11/30/2017,2,2,250 MERCER STREET,"(-73.99510649999999, 40.7285839)",0
3078,2017,UPPER EAST SIDE (59-79),9,COOPS - WALKUP APARTMENTS        ,2C,1390,33,C6,59,EAST 75TH STREET,5B,10021,0,0,0,0,0,1910,2,C6,1750000,12/27/2017,2,2,59 EAST 75TH STREET,"(-73.9627427, 40.7734321)",0
3957,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1224,1,D4,175,WEST 93RD STREET,12A,10025,0,0,0,0,0,1929,2,D4,1750000,5/25/2017,2,2,175 WEST 93RD STREET,"(-73.9713327, 40.792163099999996)",0
3964,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1229,1,D4,440,WEST END AVENUE,8C,10024,0,0,0,0,0,1928,2,D4,1750000,7/17/2017,2,2,440 WEST END AVENUE,"(-73.9796742, 40.7856264)",0
5766,2018,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1408,1,D4,785,PARK AVENUE,5C,10021,0,0,0,0,0,1940,2,D4,1750000,8/22/2018,2,1,785 PARK AVENUE,"(-73.9629838, 40.7718461)",0
